word,rank,avg,std_dev
ireland,2708,5.98,1.3626
java,2709,5.98,1.5583
july,2710,5.98,1.6962
keys,2711,5.98,1.2036
lego,2712,5.98,1.2696
lessons,2713,5.98,1.3775
looks,2714,5.98,1.3775
macbook,2715,5.98,1.5185
mcdonalds,2716,5.98,2.3342
meets,2717,5.98,1.0971
messages,2718,5.98,0.9366
national,2719,5.98,1.1516
netherlands,2720,5.98,1.3323
nintendo,2721,5.98,1.7319
normal,2722,5.98,1.0784
nyc,2723,5.98,1.5842
organization,2724,5.98,1.1337
originally,2725,5.98,1.1337
ours,2726,5.98,1.4356
ourselves,2727,5.98,1.3323
pairs,2728,5.98,1.1692
pic,2729,5.98,1.1692
planned,2730,5.98,1.2696
pop,2731,5.98,1.237
prose,2732,5.98,1.505
recordings,2733,5.98,1.237
represented,2734,5.98,1.1692
robin,2735,5.98,1.2204
schools,2736,5.98,1.4356
singapore,2737,5.98,1.7899
sounds,2738,5.98,1.2036
specialized,2739,5.98,1.3323
store,2740,5.98,0.9792
sweater,2741,5.98,1.4776
tonight's,2742,5.98,1.4068
train,2743,5.98,1.4913
triple,2744,5.98,1.1337
wing,2745,5.98,1.1516
faire,2746,5.98,1.5068
lasts,2747,5.98,1.7617
nana,2748,5.98,1.7617
precisely,2749,5.98,1.2827
probable,2750,5.98,1.3306
refer,2751,5.98,1.1085
spoon,2752,5.98,1.5477
similarly,2753,5.98,1.0816
glimpse,2754,5.98,1.1701
souls,2755,5.98,1.713
above,2756,5.96,0.9026
academic,2757,5.96,1.5644
allowed,2758,5.96,1.7375
assistance,2759,5.96,1.428
authorized,2760,5.96,1.5513
bacon,2761,5.96,2.0698
bay,2762,5.96,1.4978
bf,2763,5.96,1.6283
body,2764,5.96,1.0294
collected,2765,5.96,1.1599
convinced,2766,5.96,0.9681
destined,2767,5.96,1.4563
discuss,2768,5.96,1.2282
driven,2769,5.96,1.2771
everyone's,2770,5.96,1.261
everything,2771,5.96,1.293
fav,2772,5.96,1.9479
features,2773,5.96,1.2115
flickr,2774,5.96,1.1945
french,2775,5.96,1.5381
gig,2776,5.96,1.3991
gracias,2777,5.96,1.5381
gym,2778,5.96,1.5113
head,2779,5.96,1.0683
heels,2780,5.96,1.1241
hundreds,2781,5.96,1.6655
including,2782,5.96,0.9026
islanders,2783,5.96,1.293
jeep,2784,5.96,1.7375
job,2785,5.96,1.7257
largely,2786,5.96,1.0294
made,2787,5.96,1.0683
mambo,2788,5.96,1.7257
match,2789,5.96,0.9889
memoir,2790,5.96,1.2447
mighty,2791,5.96,1.3087
mmmmm,2792,5.96,1.8622
net,2793,5.96,1.0294
netflix,2794,5.96,1.8731
players,2795,5.96,1.6157
potentially,2796,5.96,1.5113
presently,2797,5.96,1.261
proof,2798,5.96,1.0683
reaches,2799,5.96,1.3696
reflecting,2800,5.96,1.2282
related,2801,5.96,1.261
releases,2802,5.96,1.4702
reveal,2803,5.96,1.3547
reveals,2804,5.96,1.4702
rocks,2805,5.96,1.4841
roommate,2806,5.96,1.5513
season,2807,5.96,1.1421
selection,2808,5.96,1.293
ship,2809,5.96,1.2282
ships,2810,5.96,1.0093
similar,2811,5.96,1.0872
space,2812,5.96,1.0093
stadium,2813,5.96,1.5774
starts,2814,5.96,1.1945
taught,2815,5.96,1.4563
world's,2816,5.96,1.3395
writer,2817,5.96,1.5381
yep,2818,5.96,1.6655
justify,2819,5.96,1.3379
pupil,2820,5.96,1.3838
spreading,2821,5.96,1.3064
wales,2822,5.96,1.4994
whoo,2823,5.96,1.6951
deeds,2824,5.96,1.3202
exhibit,2825,5.96,1.2541
fiddle,2826,5.96,1.7254
exceed,2827,5.96,1.5174
3d,2828,5.94,1.6088
alternative,2829,5.94,1.3911
approach,2830,5.94,1.1678
awe,2831,5.94,2.0938
ballet,2832,5.94,1.5832
begins,2833,5.94,1.1502
building,2834,5.94,1.1141
business,2835,5.94,1.4626
carpet,2836,5.94,1.1502
chick,2837,5.94,1.6464
choose,2838,5.94,1.1851
consent,2839,5.94,1.2191
continental,2840,5.94,1.1141
correspondence,2841,5.94,1.3157
custom,2842,5.94,0.9127
decided,2843,5.94,1.3911
diary,2844,5.94,1.1502
echo,2845,5.94,1.2357
elevation,2846,5.94,1.5174
european,2847,5.94,1.1678
exports,2848,5.94,1.2191
finds,2849,5.94,1.2521
forum,2850,5.94,1.2521
framework,2851,5.94,1.0577
frank,2852,5.94,1.3001
gather,2853,5.94,1.0768
germany,2854,5.94,1.5703
image,2855,5.94,1.6587
impression,2856,5.94,1.0768
include,2857,5.94,1.2022
inherent,2858,5.94,1.3763
intention,2859,5.94,1.2843
investor,2860,5.94,1.3001
jet,2861,5.94,1.634
joyce,2862,5.94,1.5174
kings,2863,5.94,1.5308
knew,2864,5.94,1.3001
larger,2865,5.94,1.5308
letter,2866,5.94,1.0956
listen,2867,5.94,1.4344
looking,2868,5.94,0.9775
mba,2869,5.94,1.834
member,2870,5.94,1.1141
men,2871,5.94,1.3911
movement,2872,5.94,0.9348
nation's,2873,5.94,1.544
obama,2874,5.94,2.161
ok,2875,5.94,1.731
oooh,2876,5.94,1.7192
option,2877,5.94,1.3911
phoenix,2878,5.94,1.6088
player,2879,5.94,1.6214
portfolio,2880,5.94,1.4344
preparations,2881,5.94,1.4057
presidential,2882,5.94,1.5174
prom,2883,5.94,1.3763
proper,2884,5.94,1.3911
pulse,2885,5.94,1.3311
reality,2886,5.94,1.6464
regularly,2887,5.94,0.8668
reservations,2888,5.94,1.4626
salmon,2889,5.94,1.7072
scene,2890,5.94,1.3311
societies,2891,5.94,1.3614
submitted,2892,5.94,1.3001
substantial,2893,5.94,1.0956
swift,2894,5.94,1.2683
technique,2895,5.94,0.9982
thnx,2896,5.94,1.6088
thx,2897,5.94,1.5174
tide,2898,5.94,1.2357
trends,2899,5.94,1.2843
visual,2900,5.94,1.6832
wallet,2901,5.94,1.0577
wear,2902,5.94,1.3911
formation,2903,5.94,1.2521
cloth,2904,5.94,1.1256
delicate,2905,5.94,1.5331
echoes,2906,5.94,1.3135
geography,2907,5.94,1.4202
processing,2908,5.94,1.4055
swinging,2909,5.94,1.4055
1970's,2910,5.92,1.6517
aides,2911,5.92,1.3827
bank,2912,5.92,1.6268
banks,2913,5.92,1.2428
beer,2914,5.92,2.3891
boobs,2915,5.92,2.1366
capital,2916,5.92,1.2428
chapters,2917,5.92,1.1753
chicks,2918,5.92,1.8499
chiefs,2919,5.92,1.3974
christianity,2920,5.92,2.2663
citizen,2921,5.92,1.3827
collections,2922,5.92,1.6517
conclude,2923,5.92,1.3827
constant,2924,5.92,1.14
covered,2925,5.92,1.0069
devices,2926,5.92,1.1753
diagram,2927,5.92,1.2095
directors,2928,5.92,1.3827
doubtless,2929,5.92,1.5365
equity,2930,5.92,1.6762
fields,2931,5.92,1.2428
florence,2932,5.92,1.8609
forecast,2933,5.92,1.122
get,2934,5.92,1.085
group,2935,5.92,1.2095
guy,2936,5.92,1.3377
hah,2937,5.92,1.664
harvard,2938,5.92,1.7825
historic,2939,5.92,1.5758
i,2940,5.92,1.3377
laboratory,2941,5.92,1.7124
linux,2942,5.92,1.5628
opens,2943,5.92,1.2752
orlando,2944,5.92,1.4119
pants,2945,5.92,1.14
patterns,2946,5.92,1.066
private,2947,5.92,1.3529
publishing,2948,5.92,1.1753
raining,2949,5.92,2.165
residential,2950,5.92,1.4405
retirement,2951,5.92,2.1174
runnin,2952,5.92,1.4546
salon,2953,5.92,1.3679
sends,2954,5.92,0.9223
shorts,2955,5.92,1.2591
shown,2956,5.92,1.066
skinny,2957,5.92,1.5232
solid,2958,5.92,1.122
stoked,2959,5.92,1.7004
substantially,2960,5.92,1.3068
teen,2961,5.92,1.9361
theatrical,2962,5.92,1.2752
toyota,2963,5.92,1.4824
translated,2964,5.92,1.085
tribe,2965,5.92,1.3679
umbrella,2966,5.92,1.2911
vienna,2967,5.92,1.771
views,2968,5.92,1.0069
viva,2969,5.92,1.7124
washed,2970,5.92,1.5497
wholly,2971,5.92,1.14
alternatives,2972,5.92,1.4696
applies,2973,5.92,1.336
generated,2974,5.92,1.2884
merchant,2975,5.92,1.1518
missionary,2976,5.92,1.9022
vine,2977,5.92,1.2721
vive,2978,5.91,1.3416
add,2979,5.9,0.9742
addition,2980,5.9,1.2976
alike,2981,5.9,1.5152
attributed,2982,5.9,1.4321
blu-ray,2983,5.9,1.3887
both,2984,5.9,1.0351
brought,2985,5.9,1.3286
buyers,2986,5.9,1.165
chillin,2987,5.9,1.6933
co-op,2988,5.9,1.3439
conception,2989,5.9,1.3286
conclusions,2990,5.9,1.2164
considered,2991,5.9,1.0738
daughter-in-law,2992,5.9,1.5551
diaries,2993,5.9,1.3887
dividend,2994,5.9,1.8979
doe,2995,5.9,1.6444
establish,2996,5.9,1.5152
exist,2997,5.9,1.6812
existence,2998,5.9,1.2495
expect,2999,5.9,0.9742
fact,3000,5.9,1.3286
featured,3001,5.9,1.0738
feel,3002,5.9,1.1294
gin,3003,5.9,1.8098
grew,3004,5.9,1.3286
hand,3005,5.9,1.0738
hosting,3006,5.9,1.3887
legacy,3007,5.9,1.6067
letters,3008,5.9,1.4178
lip,3009,5.9,1.0738
lolz,3010,5.9,1.5551
magazine,3011,5.9,1.669
majority,3012,5.9,1.1112
mall,3013,5.9,1.4033
man,3014,5.9,1.4033
modest,3015,5.9,1.4178
naked,3016,5.9,2.2879
neighbors,3017,5.9,1.594
nokia,3018,5.9,1.374
notebook,3019,5.9,1.3887
now,3020,5.9,1.374
pass,3021,5.9,1.4321
peak,3022,5.9,1.594
permit,3023,5.9,0.9742
personally,3024,5.9,1.0738
planes,3025,5.9,1.6812
ratings,3026,5.9,1.2657
recording,3027,5.9,1.1473
replies,3028,5.9,0.953
results,3029,5.9,1.374
retail,3030,5.9,1.0351
scenes,3031,5.9,1.2164
scores,3032,5.9,1.1294
seattle,3033,5.9,1.2657
settlement,3034,5.9,1.5017
speak,3035,5.9,1.2164
stanford,3036,5.9,1.7642
strategic,3037,5.9,1.4743
symbols,3038,5.9,1.1112
talked,3039,5.9,1.2657
thousand,3040,5.9,0.8631
twenty,3041,5.9,1.0546
winter,3042,5.9,2.1783
yeah,3043,5.9,1.1473
angle,3044,5.9,1.3578
bun,3045,5.9,1.3881
displayed,3046,5.9,1.1039
dolly,3047,5.9,1.3423
illustrate,3048,5.9,1.4895
pockets,3049,5.9,1.4178
puppet,3050,5.9,1.7588
sensory,3051,5.9,1.3423
grande,3052,5.9,1.4621
mixture,3053,5.9,1.2071
myth,3054,5.9,1.4178
admiral,3055,5.89,1.4024
intensity,3056,5.89,1.3061
access,3057,5.88,1.2558
adobe,3058,5.88,1.2395
airport,3059,5.88,1.8477
allied,3060,5.88,1.1542
applications,3061,5.88,1.0622
architects,3062,5.88,1.3797
audio,3063,5.88,1.8805
austria,3064,5.88,1.2879
celeb,3065,5.88,1.4658
chosen,3066,5.88,1.1183
city's,3067,5.88,1.272
coordinator,3068,5.88,1.0622
cyber,3069,5.88,1.4797
deserves,3070,5.88,1.8913
distinguish,3071,5.88,1.409
drivin,3072,5.88,1.4234
entire,3073,5.88,1.1183
evidently,3074,5.88,1.3498
expanded,3075,5.88,1.1542
feedback,3076,5.88,0.9613
field,3077,5.88,1.1891
flew,3078,5.88,1.599
founder,3079,5.88,1.1183
hip,3080,5.88,1.3797
includes,3081,5.88,1.5205
keeps,3082,5.88,1.3192
leaders,3083,5.88,1.3192
lmaooo,3084,5.88,2.0368
mary,3085,5.88,1.409
mood,3086,5.88,1.6368
mrs,3087,5.88,1.409
october,3088,5.88,1.4234
organism,3089,5.88,1.2061
outlook,3090,5.88,1.1891
philharmonic,3091,5.88,1.5732
physical,3092,5.88,1.2229
poland,3093,5.88,1.3346
primary,3094,5.88,1.1183
printed,3095,5.88,0.9613
privacy,3096,5.88,2.1537
pro,3097,5.88,1.3192
producer,3098,5.88,1.3649
railroad,3099,5.88,1.3649
researchers,3100,5.88,1.3944
scout,3101,5.88,1.0999
sequence,3102,5.88,1.3192
sovereign,3103,5.88,1.3801
speaking,3104,5.88,1.1183
sustained,3105,5.88,1.409
town,3106,5.88,1.5338
twilight,3107,5.88,1.9128
victoria,3108,5.88,1.2395
weather,3109,5.88,1.5205
whole,3110,5.88,1.3346
yeh,3111,5.88,1.5602
pun,3112,5.88,1.7159
demonstration,3113,5.88,1.2185
misty,3114,5.88,1.8779
sovereignty,3115,5.88,1.7516
scripture,3116,5.88,1.7336
sleigh,3117,5.88,1.8175
flex,3118,5.87,1.1575
2morrow,3119,5.86,1.3095
adopted,3120,5.86,1.6538
aim,3121,5.86,1.1068
amounts,3122,5.86,1.2124
applied,3123,5.86,1.2938
arrangement,3124,5.86,1.125
articles,3125,5.86,1.1782
balls,3126,5.86,1.2124
barbie,3127,5.86,1.6037
bear,3128,5.86,1.8518
boogie,3129,5.86,1.9379
bridge,3130,5.86,1.3999
brooks,3131,5.86,1.3704
brother-in-law,3132,5.86,1.5254
chrome,3133,5.86,1.4287
club,3134,5.86,1.6414
columbus,3135,5.86,1.325
connect,3136,5.86,1.4848
constitutional,3137,5.86,1.6037
contemporary,3138,5.86,1.0882
country's,3139,5.86,1.3704
credit,3140,5.86,1.6661
credits,3141,5.86,1.3403
curve,3142,5.86,1.4848
diverse,3143,5.86,1.5388
dj,3144,5.86,1.4984
effort,3145,5.86,1.6289
engineering,3146,5.86,1.4848
equipment,3147,5.86,0.9691
figures,3148,5.86,1.1782
freeway,3149,5.86,1.5388
front-page,3150,5.86,1.0882
frontier,3151,5.86,1.2779
hotter,3152,5.86,1.5388
household,3153,5.86,1.6538
integration,3154,5.86,1.7498
introduce,3155,5.86,0.9691
japan's,3156,5.86,1.1608
jennifer,3157,5.86,1.3999
keep,3158,5.86,1.0692
layout,3159,5.86,0.9037
lens,3160,5.86,1.4984
leo,3161,5.86,1.4848
located,3162,5.86,1.3554
metro,3163,5.86,1.5254
newman,3164,5.86,1.2124
nut,3165,5.86,1.4984
nuts,3166,5.86,1.6289
observations,3167,5.86,1.0692
obtain,3168,5.86,1.3403
pc,3169,5.86,1.4287
position,3170,5.86,1.125
potter,3171,5.86,1.7958
president,3172,5.86,2.1094
productions,3173,5.86,1.2291
property,3174,5.86,1.5651
pumping,3175,5.86,1.3704
revelation,3176,5.86,1.4848
road,3177,5.86,1.0882
sand,3178,5.86,1.578
seat,3179,5.86,1.05
services,3180,5.86,1.578
sound,3181,5.86,1.2779
survival,3182,5.86,1.5909
teens,3183,5.86,1.552
thursday,3184,5.86,1.1068
trained,3185,5.86,1.4984
variations,3186,5.86,1.1954
viewers,3187,5.86,1.2779
wrapped,3188,5.86,1.3095
attitudes,3189,5.86,1.307
autonomy,3190,5.86,1.5943
concentrated,3191,5.86,1.291
deeper,3192,5.86,1.3385
fifteen,3193,5.86,1.0206
fourteen,3194,5.86,1.3385
gum,3195,5.86,1.3844
liquid,3196,5.86,1.1726
organizational,3197,5.86,1.2583
output,3198,5.86,1.3844
phenomena,3199,5.86,1.6073
seal,3200,5.86,1.5138
concentration,3201,5.85,1.5573
props,3202,5.85,1.4141
construct,3203,5.85,1.5177
amount,3204,5.84,1.2993
angeles,3205,5.84,1.5566
appear,3206,5.84,0.8172
arena,3207,5.84,1.0174
banking,3208,5.84,1.6458
baseball,3209,5.84,1.7304
begun,3210,5.84,1.0373
being,3211,5.84,1.6081
benz,3212,5.84,1.8446
blogs,3213,5.84,1.7654
buck,3214,5.84,1.7769
canadian,3215,5.84,1.8556
checks,3216,5.84,1.5434
chicago,3217,5.84,1.5301
circles,3218,5.84,1.1843
classes,3219,5.84,1.3303
colorado,3220,5.84,1.1314
coming,3221,5.84,1.2014
conducting,3222,5.84,1.0174
crossword,3223,5.84,1.5566
curry,3224,5.84,1.8223
decide,3225,5.84,1.2513
descriptions,3226,5.84,1.1493
desktop,3227,5.84,1.5032
element,3228,5.84,1.0373
enter,3229,5.84,1.2835
escaped,3230,5.84,1.9416
ethnic,3231,5.84,1.3303
experimental,3232,5.84,1.4479
feelings,3233,5.84,1.7186
germans,3234,5.84,1.7998
gets,3235,5.84,1.2993
grain,3236,5.84,1.2675
grammar,3237,5.84,1.4337
gravity,3238,5.84,1.5826
hear,3239,5.84,1.2014
her,3240,5.84,1.0759
history,3241,5.84,1.5032
individuals,3242,5.84,0.9971
landed,3243,5.84,1.0373
lands,3244,5.84,1.3303
lays,3245,5.84,1.5032
maryland,3246,5.84,1.6704
matrix,3247,5.84,1.4194
mexico,3248,5.84,1.7186
nationwide,3249,5.84,1.2513
ooh,3250,5.84,1.8223
oral,3251,5.84,1.8223
patents,3252,5.84,1.0568
poster,3253,5.84,1.1314
producing,3254,5.84,1.3303
programming,3255,5.84,1.5167
prophet,3256,5.84,1.9205
provisions,3257,5.84,1.5566
puff,3258,5.84,1.4758
quartet,3259,5.84,1.2182
realize,3260,5.84,1.0759
really,3261,5.84,1.4896
responses,3262,5.84,1.1493
sample,3263,5.84,0.9337
shoe,3264,5.84,1.4479
showing,3265,5.84,0.8418
ski,3266,5.84,1.3303
stages,3267,5.84,1.5434
stored,3268,5.84,1.0947
suggestion,3269,5.84,1.3149
tall,3270,5.84,1.3607
telephone,3271,5.84,1.9098
theoretical,3272,5.84,1.1132
uk,3273,5.84,1.5696
urban,3274,5.84,1.5566
watching,3275,5.84,1.2182
web,3276,5.84,1.7422
absorption,3277,5.84,1.3593
constructed,3278,5.84,1.4046
dimensions,3279,5.84,1.2966
examples,3280,5.84,1.4627
interpretation,3281,5.84,1.1963
programme,3282,5.84,1.4046
relating,3283,5.84,1.3126
shades,3284,5.84,1.4046
subtle,3285,5.84,1.4484
instruction,3286,5.83,1.2604
rotation,3287,5.83,1.3101
wagon,3288,5.83,1.324
10pm,3289,5.82,1.2237
7-9pm,3290,5.82,1.4384
apply,3291,5.82,0.8003
arising,3292,5.82,1.3952
bar,3293,5.82,1.8035
becoming,3294,5.82,0.919
blogging,3295,5.82,1.4803
closer,3296,5.82,1.1008
come,3297,5.82,1.0039
communications,3298,5.82,1.3354
connection,3299,5.82,1.1192
consistent,3300,5.82,1.6744
cow,3301,5.82,1.4665
detail,3302,5.82,1.1373
diplomatic,3303,5.82,1.6374
east,3304,5.82,1.2887
eatin,3305,5.82,1.5739
emphasized,3306,5.82,1.4384
endowment,3307,5.82,1.5077
entered,3308,5.82,1.024
expressed,3309,5.82,1.3506
fig,3310,5.82,1.4665
have,3311,5.82,0.8497
hearing,3312,5.82,1.4803
homey,3313,5.82,2.0572
hundred,3314,5.82,1.3354
investment,3315,5.82,1.8148
involved,3316,5.82,1.3354
irish,3317,5.82,1.5868
jean,3318,5.82,1.5739
key,3319,5.82,1.0631
landing,3320,5.82,1.2403
lived,3321,5.82,1.5996
maine,3322,5.82,1.4941
maker,3323,5.82,1.0437
many,3324,5.82,1.4384
met,3325,5.82,0.919
montreal,3326,5.82,1.2567
nashville,3327,5.82,1.32
opinion,3328,5.82,1.3354
owl,3329,5.82,1.8592
pair,3330,5.82,1.1899
path,3331,5.82,1.1551
peoples,3332,5.82,1.3656
philosophers,3333,5.82,1.746
publisher,3334,5.82,1.0821
quickly,3335,5.82,1.4525
realised,3336,5.82,1.3805
regarded,3337,5.82,1.1726
royal,3338,5.82,1.6374
sane,3339,5.82,1.6123
sister-in-law,3340,5.82,1.5739
southwest,3341,5.82,1.5868
spanish,3342,5.82,1.2567
sum,3343,5.82,1.1373
talks,3344,5.82,1.207
teen-agers,3345,5.82,1.7225
tennessee,3346,5.82,1.2728
toronto,3347,5.82,1.7577
upper,3348,5.82,0.919
woot,3349,5.82,1.5996
workin,3350,5.82,1.6866
diversity,3351,5.82,1.7401
ideology,3352,5.82,1.4387
mist,3353,5.82,1.5768
movements,3354,5.82,1.0738
outline,3355,5.82,1.2694
continually,3356,5.81,1.0848
obtaining,3357,5.81,1.3616
6pm,3358,5.8,1.2454
accordingly,3359,5.8,1.2778
acquisition,3360,5.8,1.5253
addressed,3361,5.8,1.2122
analysis,3362,5.8,1.4286
appearance,3363,5.8,1.4846
attention,3364,5.8,1.4846
attitude,3365,5.8,1.5908
bean,3366,5.8,1.3553
becomes,3367,5.8,0.9476
belong,3368,5.8,1.7023
brings,3369,5.8,1.1066
caffeine,3370,5.8,2.1571
changing,3371,5.8,1.4428
climate,3372,5.8,1.4286
commonly,3373,5.8,1.3851
courses,3374,5.8,1.3702
crib,3375,5.8,1.5119
definition,3376,5.8,1.178
determine,3377,5.8,1.3401
director,3378,5.8,1.4846
double,3379,5.8,1.3702
dude,3380,5.8,1.7023
entre,3381,5.8,1.5119
establishing,3382,5.8,1.3997
extended,3383,5.8,1.2289
finding,3384,5.8,1.2122
god's,3385,5.8,2.2497
gradually,3386,5.8,1.2122
group's,3387,5.8,1.1952
grove,3388,5.8,1.069
hai,3389,5.8,1.4983
headed,3390,5.8,0.8571
ice,3391,5.8,1.4846
interior,3392,5.8,0.8806
kentucky,3393,5.8,1.2778
known,3394,5.8,1.3851
league,3395,5.8,1.1606
liberal,3396,5.8,2.1665
lmao,3397,5.8,1.8952
master's,3398,5.8,1.4846
men's,3399,5.8,1.3702
mix,3400,5.8,0.9258
model,3401,5.8,1.088
mostly,3402,5.8,1.1606
mouth,3403,5.8,1.1952
networks,3404,5.8,1.3702
northeast,3405,5.8,1.5119
outside,3406,5.8,1.6782
paper,3407,5.8,1.1952
pardon,3408,5.8,1.6288
perceive,3409,5.8,1.2778
pilots,3410,5.8,1.4286
podcast,3411,5.8,1.3401
practice,3412,5.8,1.3401
psychology,3413,5.8,1.3401
pumped,3414,5.8,1.5908
rapid,3415,5.8,1.2936
reconstruction,3416,5.8,1.6036
rehearsal,3417,5.8,1.2778
responsible,3418,5.8,1.6537
roads,3419,5.8,1.1066
root,3420,5.8,1.2617
rubber,3421,5.8,1.3553
sales,3422,5.8,1.1066
sending,3423,5.8,0.9258
shaped,3424,5.8,1.2122
simultaneously,3425,5.8,1.2617
spoke,3426,5.8,0.9035
stock,3427,5.8,1.1066
tended,3428,5.8,1.1429
vivo,3429,5.8,1.4983
vote,3430,5.8,1.5779
wind,3431,5.8,1.6036
write,3432,5.8,1.4708
yellow,3433,5.8,1.4569
seated,3434,5.8,1.2204
behaviour,3435,5.8,1.4139
description,3436,5.8,1.1361
dimension,3437,5.8,1.258
gender,3438,5.8,1.2413
impulse,3439,5.8,1.2244
involve,3440,5.8,1.3382
maintaining,3441,5.8,1.4997
manufacture,3442,5.8,1.4286
occupation,3443,5.8,1.5809
provinces,3444,5.8,1.3382
quantity,3445,5.8,1.3226
sentiment,3446,5.8,1.9037
natives,3447,5.79,1.458
thirty,3448,5.79,1.1662
arch,3449,5.79,1.3114
actions,3450,5.78,0.8873
added,3451,5.78,1.2982
additional,3452,5.78,1.2501
admission,3453,5.78,1.0359
ahhhh,3454,5.78,1.8438
ambassador,3455,5.78,1.5687
amber,3456,5.78,1.5022
anna,3457,5.78,1.2664
annie,3458,5.78,1.4886
attributes,3459,5.78,1.016
auction,3460,5.78,1.5425
aware,3461,5.78,1.4748
backup,3462,5.78,1.3746
britain,3463,5.78,1.8767
carefully,3464,5.78,1.5292
century,3465,5.78,1.4609
challenge,3466,5.78,1.7177
characters,3467,5.78,1.4039
colleague,3468,5.78,1.3746
containing,3469,5.78,0.9957
contest,3470,5.78,1.4039
convince,3471,5.78,1.1301
downtown,3472,5.78,1.5158
drives,3473,5.78,1.4039
ebay,3474,5.78,1.7761
egyptian,3475,5.78,1.5556
entering,3476,5.78,1.016
featuring,3477,5.78,1.0359
fed,3478,5.78,1.4886
fibers,3479,5.78,1.2824
fitted,3480,5.78,1.3893
flows,3481,5.78,1.3596
founding,3482,5.78,1.4609
frequent,3483,5.78,1.1119
having,3484,5.78,1.016
hd,3485,5.78,1.2982
hosted,3486,5.78,1.3293
hottest,3487,5.78,2.188
intervals,3488,5.78,1.2982
inventory,3489,5.78,1.4609
lift,3490,5.78,1.0359
link,3491,5.78,1.1119
lot,3492,5.78,1.3746
march,3493,5.78,1.2824
mare,3494,5.78,1.3596
morality,3495,5.78,1.799
newton,3496,5.78,1.016
optical,3497,5.78,1.1301
passages,3498,5.78,1.2337
plasma,3499,5.78,1.5556
plates,3500,5.78,1.3293
poker,3501,5.78,1.6073
pops,3502,5.78,1.7058
possibly,3503,5.78,1.2002
realized,3504,5.78,1.4609
record,3505,5.78,1.4039
resident,3506,5.78,1.0934
respond,3507,5.78,1.0554
rural,3508,5.78,1.6573
shuttle,3509,5.78,0.9322
society,3510,5.78,1.4184
texts,3511,5.78,1.4039
total,3512,5.78,0.9538
trying,3513,5.78,1.1657
uploaded,3514,5.78,1.1301
various,3515,5.78,0.864
volume,3516,5.78,1.5022
wheel,3517,5.78,0.9322
woo,3518,5.78,1.5425
workers,3519,5.78,1.183
workout,3520,5.78,2.0829
yess,3521,5.78,1.799
sober,3522,5.78,1.9772
components,3523,5.78,1.3733
defined,3524,5.78,1.2122
flashing,3525,5.78,1.6491
momento,3526,5.78,1.6491
movin,3527,5.78,1.2791
rollin,3528,5.78,1.4033
rover,3529,5.78,1.5037
vessel,3530,5.78,1.2461
printing,3531,5.77,1.3565
spatial,3532,5.77,1.1713
corresponding,3533,5.77,1.1075
accord,3534,5.76,1.2382
afterwards,3535,5.76,1.135
apparatus,3536,5.76,1.2382
approaching,3537,5.76,1.2216
boston,3538,5.76,1.4923
brands,3539,5.76,1.0984
characteristic,3540,5.76,1.1168
city,3541,5.76,1.546
coach,3542,5.76,1.2382
commission,3543,5.76,1.6483
continue,3544,5.76,1.0214
continuing,3545,5.76,1.2216
days,3546,5.76,1.2382
deeply,3547,5.76,1.598
describes,3548,5.76,1.0797
diana,3549,5.76,1.3933
discussing,3550,5.76,1.7209
do,3551,5.76,1.0606
eastern,3552,5.76,1.4223
emotion,3553,5.76,1.546
ensemble,3554,5.76,1.2216
episode,3555,5.76,1.3024
essentially,3556,5.76,0.9596
everywhere,3557,5.76,0.9381
experiment,3558,5.76,1.2707
facilities,3559,5.76,1.4507
functions,3560,5.76,1.2382
ginger,3561,5.76,1.7677
glass,3562,5.76,1.2216
greece,3563,5.76,1.6107
historical,3564,5.76,2.056
horny,3565,5.76,2.0159
install,3566,5.76,1.4365
jessica,3567,5.76,1.4923
just,3568,5.76,1.6233
lamp,3569,5.76,0.9806
lincoln,3570,5.76,1.3933
magnitude,3571,5.76,1.4223
maintain,3572,5.76,1.0412
major,3573,5.76,1.4223
makers,3574,5.76,1.0012
makeup,3575,5.76,1.7677
manor,3576,5.76,1.3786
manual,3577,5.76,1.3637
mechanisms,3578,5.76,1.1168
michelle,3579,5.76,1.4223
motion,3580,5.76,1.4078
outfit,3581,5.76,1.6107
oxford,3582,5.76,1.3637
payments,3583,5.76,2.1434
permitted,3584,5.76,1.6358
preparing,3585,5.76,1.4078
preview,3586,5.76,1.0214
privately,3587,5.76,1.546
probability,3588,5.76,1.2545
producers,3589,5.76,1.2048
products,3590,5.76,0.7709
ps3,3591,5.76,1.3024
publication,3592,5.76,1.2867
race,3593,5.76,1.4365
rachel,3594,5.76,1.5194
referring,3595,5.76,1.1704
remix,3596,5.76,1.4647
representing,3597,5.76,1.0984
republic,3598,5.76,1.5851
sees,3599,5.76,1.4078
selling,3600,5.76,1.5851
slide,3601,5.76,1.2216
species,3602,5.76,0.9806
staying,3603,5.76,1.3486
supplied,3604,5.76,1.318
supply,3605,5.76,1.0214
things,3606,5.76,0.9381
tokyo,3607,5.76,1.5328
viewing,3608,5.76,1.4223
vital,3609,5.76,1.5592
voice,3610,5.76,1.0606
wednesdays,3611,5.76,1.0797
whisper,3612,5.76,1.598
workshop,3613,5.76,1.2382
chiefly,3614,5.76,1.2505
dimensional,3615,5.76,1.2167
handed,3616,5.76,1.3774
interval,3617,5.76,1.3924
